danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genre
0.431,0.899,1,-2.88,1,0.135,0.000546,0.000432,0.346,0.553,85.019,audio_features,6gfUOprNMeD8amncMOSFl0,spotify:track:6gfUOprNMeD8amncMOSFl0,https://api.spotify.com/v1/tracks/6gfUOprNMeD8amncMOSFl0,https://api.spotify.com/v1/audio-analysis/6gfUOprNMeD8amncMOSFl0,192176,4,Misery,Memphis May Fire,melodic metalcore
0.507,0.929,0,-3.246,0,0.0756,4.37e-05,1.52e-05,0.397,0.429,101.05,audio_features,73QoCfWJJWbRYmm5nCH5Y2,spotify:track:73QoCfWJJWbRYmm5nCH5Y2,https://api.spotify.com/v1/tracks/73QoCfWJJWbRYmm5nCH5Y2,https://api.spotify.com/v1/audio-analysis/73QoCfWJJWbRYmm5nCH5Y2,220066,4,Sign Of Life,Motionless In White,alternative metal
0.606,0.969,2,-4.272,1,0.0726,3.16e-05,0.00483,0.246,0.361,125.019,audio_features,4CQH8JIwp62Qy5EMnfNK1c,spotify:track:4CQH8JIwp62Qy5EMnfNK1c,https://api.spotify.com/v1/tracks/4CQH8JIwp62Qy5EMnfNK1c,https://api.spotify.com/v1/audio-analysis/4CQH8JIwp62Qy5EMnfNK1c,205440,4,NOTHING TO SOME [Feat. Corey Taylor],FLAT BLACK,Unknown
0.492,0.869,0,-6.403,1,0.0673,0.000879,0.00185,0.588,0.136,123.118,audio_features,2OYtcqflvzQwh3cMPmTHs4,spotify:track:2OYtcqflvzQwh3cMPmTHs4,https://api.spotify.com/v1/tracks/2OYtcqflvzQwh3cMPmTHs4,https://api.spotify.com/v1/audio-analysis/2OYtcqflvzQwh3cMPmTHs4,234945,4,There’s Fear In Letting Go,I Prevail,alternative metal
0.574,0.818,3,-5.452,0,0.0813,0.00186,0.0,0.675,0.644,99.942,audio_features,1ED1SD4TRK5NprtJ837Eaa,spotify:track:1ED1SD4TRK5NprtJ837Eaa,https://api.spotify.com/v1/tracks/1ED1SD4TRK5NprtJ837Eaa,https://api.spotify.com/v1/audio-analysis/1ED1SD4TRK5NprtJ837Eaa,174283,4,War,Story Of The Year,neon pop punk
0.495,0.961,2,-3.798,1,0.145,0.000251,0.0,0.0729,0.403,100.036,audio_features,0HLRccMV34ON7T0hH1qEVn,spotify:track:0HLRccMV34ON7T0hH1qEVn,https://api.spotify.com/v1/tracks/0HLRccMV34ON7T0hH1qEVn,https://api.spotify.com/v1/audio-analysis/0HLRccMV34ON7T0hH1qEVn,211720,4,Dark Matter,Pearl Jam,alternative metal
0.563,0.809,11,-4.294,1,0.0387,0.00644,4.07e-06,0.173,0.348,130.027,audio_features,32NLJBaveYOK3fO3oTr9vF,spotify:track:32NLJBaveYOK3fO3oTr9vF,https://api.spotify.com/v1/tracks/32NLJBaveYOK3fO3oTr9vF,https://api.spotify.com/v1/audio-analysis/32NLJBaveYOK3fO3oTr9vF,179147,4,Everything We Lost In The Fire,Blue October,san marcos tx indie
0.494,0.915,1,-6.269,1,0.0848,0.000228,0.143,0.125,0.157,120.038,audio_features,6rpP8yjaUFXW85basqmW3s,spotify:track:6rpP8yjaUFXW85basqmW3s,https://api.spotify.com/v1/tracks/6rpP8yjaUFXW85basqmW3s,https://api.spotify.com/v1/audio-analysis/6rpP8yjaUFXW85basqmW3s,215797,4,LEAVE ME ALONE,While She Sleeps,melodic metalcore
0.531,0.972,0,-2.911,1,0.0931,0.00038,0.00407,0.11,0.655,74.914,audio_features,5jhY1n1cTKSxx8lEujMcAS,spotify:track:5jhY1n1cTKSxx8lEujMcAS,https://api.spotify.com/v1/tracks/5jhY1n1cTKSxx8lEujMcAS,https://api.spotify.com/v1/audio-analysis/5jhY1n1cTKSxx8lEujMcAS,194341,4,ROCKSTAR,HARDY,contemporary country
0.641,0.825,7,-5.243,1,0.068,0.000425,0.194,0.382,0.341,102.518,audio_features,1M31zIMamohkItOjLaBbtx,spotify:track:1M31zIMamohkItOjLaBbtx,https://api.spotify.com/v1/tracks/1M31zIMamohkItOjLaBbtx,https://api.spotify.com/v1/audio-analysis/1M31zIMamohkItOjLaBbtx,274098,4,V.A.N,Bad Omens,american metalcore
0.563,0.835,1,-5.747,1,0.0318,0.00352,0.014,0.072,0.681,129.98,audio_features,0NJKX45ZZnGWyDcEnoH7C5,spotify:track:0NJKX45ZZnGWyDcEnoH7C5,https://api.spotify.com/v1/tracks/0NJKX45ZZnGWyDcEnoH7C5,https://api.spotify.com/v1/audio-analysis/0NJKX45ZZnGWyDcEnoH7C5,245468,4,Legendary,Bon Jovi,glam metal
0.32,0.953,11,-4.119,1,0.122,9.74e-05,0.0162,0.0857,0.143,85.43,audio_features,6IdyYbGg1jxiWhfwm2Ykjn,spotify:track:6IdyYbGg1jxiWhfwm2Ykjn,https://api.spotify.com/v1/tracks/6IdyYbGg1jxiWhfwm2Ykjn,https://api.spotify.com/v1/audio-analysis/6IdyYbGg1jxiWhfwm2Ykjn,262632,4,Jaded,Spiritbox,canadian metalcore
0.596,0.419,11,-6.939,0,0.027,0.231,0.0,0.101,0.171,109.901,audio_features,0b6fNjbiW4uF0W01GAfRVg,spotify:track:0b6fNjbiW4uF0W01GAfRVg,https://api.spotify.com/v1/tracks/0b6fNjbiW4uF0W01GAfRVg,https://api.spotify.com/v1/audio-analysis/0b6fNjbiW4uF0W01GAfRVg,187609,4,Leave a Light On (Talk Away The Dark),Papa Roach,alternative metal
0.416,0.905,1,-4.159,0,0.0892,0.00113,0.0,0.0632,0.605,172.037,audio_features,1PVD8pnxk9bRaiBnGTJRA1,spotify:track:1PVD8pnxk9bRaiBnGTJRA1,https://api.spotify.com/v1/tracks/1PVD8pnxk9bRaiBnGTJRA1,https://api.spotify.com/v1/audio-analysis/1PVD8pnxk9bRaiBnGTJRA1,223406,4,Ritual,The Devil Wears Prada,christian metal
0.425,0.897,4,-4.668,0,0.102,0.0014,1.41e-05,0.0922,0.0948,145.073,audio_features,7ylI3Csj3EG4HPVf11L2jz,spotify:track:7ylI3Csj3EG4HPVf11L2jz,https://api.spotify.com/v1/tracks/7ylI3Csj3EG4HPVf11L2jz,https://api.spotify.com/v1/audio-analysis/7ylI3Csj3EG4HPVf11L2jz,295775,4,Novocaine,Too Close To Touch,christian rock
0.32,0.884,4,-4.879,0,0.0609,5.59e-05,9.69e-05,0.349,0.288,167.119,audio_features,1Jz6GFrsgtyVwQtIUiHYMw,spotify:track:1Jz6GFrsgtyVwQtIUiHYMw,https://api.spotify.com/v1/tracks/1Jz6GFrsgtyVwQtIUiHYMw,https://api.spotify.com/v1/audio-analysis/1Jz6GFrsgtyVwQtIUiHYMw,238534,4,Vengeance,coldrain,j-metal
0.472,0.947,2,-3.124,1,0.204,0.000338,0.0,0.071,0.459,161.108,audio_features,12D1KLVjHdKiAckFi6ZEP1,spotify:track:12D1KLVjHdKiAckFi6ZEP1,https://api.spotify.com/v1/tracks/12D1KLVjHdKiAckFi6ZEP1,https://api.spotify.com/v1/audio-analysis/12D1KLVjHdKiAckFi6ZEP1,201403,4,Safe And Sound,Point North,pop punk
0.541,0.968,8,-3.816,1,0.186,0.000967,0.00047,0.351,0.23,90.014,audio_features,13TI2bhTRld8pgk9xM8wm9,spotify:track:13TI2bhTRld8pgk9xM8wm9,https://api.spotify.com/v1/tracks/13TI2bhTRld8pgk9xM8wm9,https://api.spotify.com/v1/audio-analysis/13TI2bhTRld8pgk9xM8wm9,193122,4,Don’t Look Away,The Plot In You,metalcore
0.446,0.84,11,-3.579,0,0.268,0.000253,5.84e-05,0.341,0.579,178.986,audio_features,5t3X72EbaFti38zPMlqeTC,spotify:track:5t3X72EbaFti38zPMlqeTC,https://api.spotify.com/v1/tracks/5t3X72EbaFti38zPMlqeTC,https://api.spotify.com/v1/audio-analysis/5t3X72EbaFti38zPMlqeTC,138142,4,Fake Ass Friends,Set It Off,electropowerpop
0.489,0.884,1,-3.559,1,0.12,0.00029,0.000305,0.39,0.651,95.028,audio_features,4olevV9BVXIZpcI3g8E6kI,spotify:track:4olevV9BVXIZpcI3g8E6kI,https://api.spotify.com/v1/tracks/4olevV9BVXIZpcI3g8E6kI,https://api.spotify.com/v1/audio-analysis/4olevV9BVXIZpcI3g8E6kI,179225,4,IF IT DOESN'T HURT,NOTHING MORE,post-grunge
0.563,0.924,0,-4.004,1,0.048,0.000926,0.0,0.341,0.734,133.997,audio_features,3cWQDKcIhP74CTfkxoCN0J,spotify:track:3cWQDKcIhP74CTfkxoCN0J,https://api.spotify.com/v1/tracks/3cWQDKcIhP74CTfkxoCN0J,https://api.spotify.com/v1/audio-analysis/3cWQDKcIhP74CTfkxoCN0J,197480,4,Psycho In My Head,Skillet,alternative metal
0.544,0.966,10,-4.812,0,0.0976,7.71e-05,0.0184,0.281,0.455,120.021,audio_features,6KxSEVnd0SYtk2QiOAnMIp,spotify:track:6KxSEVnd0SYtk2QiOAnMIp,https://api.spotify.com/v1/tracks/6KxSEVnd0SYtk2QiOAnMIp,https://api.spotify.com/v1/audio-analysis/6KxSEVnd0SYtk2QiOAnMIp,381068,4,Invincible Shield,Judas Priest,album rock
0.376,0.907,3,-4.254,0,0.0609,0.00162,9.78e-06,0.093,0.0886,174.004,audio_features,54gHtLZx6LzToQBuHmIQHc,spotify:track:54gHtLZx6LzToQBuHmIQHc,https://api.spotify.com/v1/tracks/54gHtLZx6LzToQBuHmIQHc,https://api.spotify.com/v1/audio-analysis/54gHtLZx6LzToQBuHmIQHc,271516,4,Don't Tell Me (feat. Ann Wilson),Disturbed,alternative metal
0.49,0.955,5,-4.63,0,0.131,0.000195,3.2e-06,0.348,0.144,129.94,audio_features,3uAdXOqP7pbGh2eCJuGhd1,spotify:track:3uAdXOqP7pbGh2eCJuGhd1,https://api.spotify.com/v1/tracks/3uAdXOqP7pbGh2eCJuGhd1,https://api.spotify.com/v1/audio-analysis/3uAdXOqP7pbGh2eCJuGhd1,221061,4,Incinerator,Bear McCreary,orchestral soundtrack
0.464,0.872,8,-4.115,1,0.0643,0.00252,0.0,0.192,0.597,94.9,audio_features,3LwBBAvEa9qhajKoHlJi4z,spotify:track:3LwBBAvEa9qhajKoHlJi4z,https://api.spotify.com/v1/tracks/3LwBBAvEa9qhajKoHlJi4z,https://api.spotify.com/v1/audio-analysis/3LwBBAvEa9qhajKoHlJi4z,176066,4,Hell You Call A Dream,The Warning,mexican metal
0.403,0.755,8,-4.635,1,0.0438,0.0112,0.0,0.119,0.381,152.784,audio_features,7Csk3CTefKI9mEZvwNCjNX,spotify:track:7Csk3CTefKI9mEZvwNCjNX,https://api.spotify.com/v1/tracks/7Csk3CTefKI9mEZvwNCjNX,https://api.spotify.com/v1/audio-analysis/7Csk3CTefKI9mEZvwNCjNX,198522,4,I Was Alive,Beartooth,melodic metalcore
0.527,0.745,5,-9.095,0,0.0429,0.00011,0.00107,0.663,0.485,131.041,audio_features,6t1WBBQsSDjYuZL2TglrEN,spotify:track:6t1WBBQsSDjYuZL2TglrEN,https://api.spotify.com/v1/tracks/6t1WBBQsSDjYuZL2TglrEN,https://api.spotify.com/v1/audio-analysis/6t1WBBQsSDjYuZL2TglrEN,242519,3,Crack Cocaine,Billy Morrison,Unknown
0.476,0.948,6,-4.868,0,0.0621,0.00426,0.126,0.0844,0.282,102.057,audio_features,4sOgK1FXdaCf2hsCtduj3C,spotify:track:4sOgK1FXdaCf2hsCtduj3C,https://api.spotify.com/v1/tracks/4sOgK1FXdaCf2hsCtduj3C,https://api.spotify.com/v1/audio-analysis/4sOgK1FXdaCf2hsCtduj3C,180530,4,Trigger,Smash Into Pieces,swedish alternative rock
0.694,0.9,11,-4.547,0,0.0277,0.000284,0.0,0.0735,0.849,119.947,audio_features,5cHjWKnwhdfj1z7pSJJ4uD,spotify:track:5cHjWKnwhdfj1z7pSJJ4uD,https://api.spotify.com/v1/tracks/5cHjWKnwhdfj1z7pSJJ4uD,https://api.spotify.com/v1/audio-analysis/5cHjWKnwhdfj1z7pSJJ4uD,211000,4,Human,Lenny Kravitz,permanent wave
0.24,0.676,2,-5.417,1,0.0538,0.00293,0.0189,0.0812,0.156,180.088,audio_features,3E9vgX9znf0o5m2IwKNCAj,spotify:track:3E9vgX9znf0o5m2IwKNCAj,https://api.spotify.com/v1/tracks/3E9vgX9znf0o5m2IwKNCAj,https://api.spotify.com/v1/audio-analysis/3E9vgX9znf0o5m2IwKNCAj,370465,3,The Black,Imminence,metalcore
0.318,0.977,4,-3.406,0,0.347,7.7e-05,0.0,0.0895,0.152,159.969,audio_features,23ZfzJ2uI17JXeZUJNgC6e,spotify:track:23ZfzJ2uI17JXeZUJNgC6e,https://api.spotify.com/v1/tracks/23ZfzJ2uI17JXeZUJNgC6e,https://api.spotify.com/v1/audio-analysis/23ZfzJ2uI17JXeZUJNgC6e,257799,4,Keeping Secrets,Fit For A King,christian metalcore
0.355,0.931,1,-3.053,1,0.0678,1.73e-05,0.0861,0.147,0.466,78.213,audio_features,4OCcKzbevqDQlNdOmXSjAK,spotify:track:4OCcKzbevqDQlNdOmXSjAK,https://api.spotify.com/v1/tracks/4OCcKzbevqDQlNdOmXSjAK,https://api.spotify.com/v1/audio-analysis/4OCcKzbevqDQlNdOmXSjAK,197675,4,Obsession,Thornhill,australian metalcore
0.462,0.992,3,-3.096,0,0.0873,5.06e-05,0.000566,0.199,0.381,151.968,audio_features,1490WwKimLxIeRgejYGFU2,spotify:track:1490WwKimLxIeRgejYGFU2,https://api.spotify.com/v1/tracks/1490WwKimLxIeRgejYGFU2,https://api.spotify.com/v1/audio-analysis/1490WwKimLxIeRgejYGFU2,257969,4,Beyond,Corey Taylor,alternative metal
0.423,0.962,0,-4.142,1,0.257,0.000328,0.0,0.224,0.419,160.972,audio_features,4GxFq0SoA0QOsocHvtHIvL,spotify:track:4GxFq0SoA0QOsocHvtHIvL,https://api.spotify.com/v1/tracks/4GxFq0SoA0QOsocHvtHIvL,https://api.spotify.com/v1/audio-analysis/4GxFq0SoA0QOsocHvtHIvL,210559,4,Meat & Greet,Ice Nine Kills,metalcore
0.324,0.911,8,-5.084,1,0.061,1.93e-05,0.265,0.2,0.474,157.189,audio_features,7nqgVLMje8RzKrmNH2D6dg,spotify:track:7nqgVLMje8RzKrmNH2D6dg,https://api.spotify.com/v1/tracks/7nqgVLMje8RzKrmNH2D6dg,https://api.spotify.com/v1/audio-analysis/7nqgVLMje8RzKrmNH2D6dg,268744,4,Black Thunder (feat. Serj Tankian and DL of Bad Wolves),The HU,mongolian alternative
0.409,0.884,1,-3.482,1,0.265,0.00487,0.0,0.326,0.579,196.051,audio_features,0DOb9eUpN4IdOavA586ABB,spotify:track:0DOb9eUpN4IdOavA586ABB,https://api.spotify.com/v1/tracks/0DOb9eUpN4IdOavA586ABB,https://api.spotify.com/v1/audio-analysis/0DOb9eUpN4IdOavA586ABB,173180,4,XOXO (feat. From Ashes to New),Blind Channel,oulu metal
0.515,0.876,5,-4.66,1,0.0711,4.05e-05,2.73e-05,0.453,0.389,101.968,audio_features,6IMtQCeUaVg4K6pyk3LyBi,spotify:track:6IMtQCeUaVg4K6pyk3LyBi,https://api.spotify.com/v1/tracks/6IMtQCeUaVg4K6pyk3LyBi,https://api.spotify.com/v1/audio-analysis/6IMtQCeUaVg4K6pyk3LyBi,214710,4,Wash It Away,The Ghost Inside,melodic metalcore
0.314,0.993,11,-3.047,0,0.229,4.15e-05,2.92e-05,0.0466,0.231,172.289,audio_features,2LeoKjw81T6GWO18MxvGl1,spotify:track:2LeoKjw81T6GWO18MxvGl1,https://api.spotify.com/v1/tracks/2LeoKjw81T6GWO18MxvGl1,https://api.spotify.com/v1/audio-analysis/2LeoKjw81T6GWO18MxvGl1,139432,4,Running,Pearl Jam,alternative metal
0.271,0.855,11,-3.226,0,0.0813,0.0408,0.0,0.278,0.492,149.593,audio_features,5j6F769jqaBlfBXSm5obT2,spotify:track:5j6F769jqaBlfBXSm5obT2,https://api.spotify.com/v1/tracks/5j6F769jqaBlfBXSm5obT2,https://api.spotify.com/v1/audio-analysis/5j6F769jqaBlfBXSm5obT2,196560,4,Dearly Departed (feat. Bert McCracken),Escape the Fate,alternative metal
0.542,0.943,1,-3.688,1,0.202,4.34e-05,0.00197,0.392,0.584,166.036,audio_features,2cSr0CZ3q0kvCH6NKj0Pqr,spotify:track:2cSr0CZ3q0kvCH6NKj0Pqr,https://api.spotify.com/v1/tracks/2cSr0CZ3q0kvCH6NKj0Pqr,https://api.spotify.com/v1/audio-analysis/2cSr0CZ3q0kvCH6NKj0Pqr,143213,4,taking over me,Maggie Lindemann,alt z
0.409,0.609,4,-7.164,1,0.0381,0.0311,0.000314,0.117,0.341,118.149,audio_features,0JedqBjEii51nak0kCLiVo,spotify:track:0JedqBjEii51nak0kCLiVo,https://api.spotify.com/v1/tracks/0JedqBjEii51nak0kCLiVo,https://api.spotify.com/v1/audio-analysis/0JedqBjEii51nak0kCLiVo,306707,3,Wilted Rose (feat. Lainey Wilson),The Black Crowes,album rock
0.491,0.829,3,-4.485,0,0.0564,0.00463,0.0,0.116,0.33,147.002,audio_features,0hCNHNnXTpUXsTpi7C8RsC,spotify:track:0hCNHNnXTpUXsTpi7C8RsC,https://api.spotify.com/v1/tracks/0hCNHNnXTpUXsTpi7C8RsC,https://api.spotify.com/v1/audio-analysis/0hCNHNnXTpUXsTpi7C8RsC,201110,4,Nightmare (The Devil),Fame on Fire,post-screamo
0.201,0.806,8,-5.152,1,0.056,4.91e-05,0.00318,0.248,0.174,112.437,audio_features,4T5tvbFPk4pqxQYT78cADG,spotify:track:4T5tvbFPk4pqxQYT78cADG,https://api.spotify.com/v1/tracks/4T5tvbFPk4pqxQYT78cADG,https://api.spotify.com/v1/audio-analysis/4T5tvbFPk4pqxQYT78cADG,244234,4,Pieces,Daughtry,alternative metal
0.371,0.969,1,-4.077,1,0.139,2.14e-05,0.0,0.724,0.321,159.945,audio_features,2zIh2Co85pom5yJ51yvMbO,spotify:track:2zIh2Co85pom5yJ51yvMbO,https://api.spotify.com/v1/tracks/2zIh2Co85pom5yJ51yvMbO,https://api.spotify.com/v1/audio-analysis/2zIh2Co85pom5yJ51yvMbO,192749,4,Hellstar,Magnolia Park,pop punk
0.602,0.588,10,-9.184,0,0.0567,0.0796,0.779,0.0641,0.419,73.378,audio_features,7KGqf7g0G2tY67oczknrUN,spotify:track:7KGqf7g0G2tY67oczknrUN,https://api.spotify.com/v1/tracks/7KGqf7g0G2tY67oczknrUN,https://api.spotify.com/v1/audio-analysis/7KGqf7g0G2tY67oczknrUN,208910,4,Off the Shelf,little hurricane,modern blues rock
0.284,0.83,2,-7.892,1,0.0425,0.19,0.47,0.389,0.363,70.271,audio_features,1nsSAObs1qdg5cRtzS9qCm,spotify:track:1nsSAObs1qdg5cRtzS9qCm,https://api.spotify.com/v1/tracks/1nsSAObs1qdg5cRtzS9qCm,https://api.spotify.com/v1/audio-analysis/1nsSAObs1qdg5cRtzS9qCm,264760,4,Black Speakers,Datura4,Unknown
0.539,0.915,9,-4.361,0,0.0572,0.000643,0.00926,0.134,0.647,145.119,audio_features,5CT2OaJ5SHAUs96PjiCvAb,spotify:track:5CT2OaJ5SHAUs96PjiCvAb,https://api.spotify.com/v1/tracks/5CT2OaJ5SHAUs96PjiCvAb,https://api.spotify.com/v1/audio-analysis/5CT2OaJ5SHAUs96PjiCvAb,207601,4,Lead The Way,Shawn James,midwest americana
0.481,0.869,0,-4.763,1,0.0403,0.233,0.763,0.415,0.705,99.999,audio_features,22dz0TTHjShdEitvI5J3xq,spotify:track:22dz0TTHjShdEitvI5J3xq,https://api.spotify.com/v1/tracks/22dz0TTHjShdEitvI5J3xq,https://api.spotify.com/v1/audio-analysis/22dz0TTHjShdEitvI5J3xq,240293,4,Mornin' Blues,Chris App,Unknown
0.538,0.726,9,-5.873,0,0.0351,2.09e-05,5.35e-05,0.343,0.557,130.003,audio_features,4EwICCST3U0KB6DwrK1L8Y,spotify:track:4EwICCST3U0KB6DwrK1L8Y,https://api.spotify.com/v1/tracks/4EwICCST3U0KB6DwrK1L8Y,https://api.spotify.com/v1/audio-analysis/4EwICCST3U0KB6DwrK1L8Y,205000,4,Light Up The Sky,Apollo Junction,britpop revival
0.515,0.729,9,-4.519,0,0.0377,0.00405,0.00068,0.0924,0.824,143.96,audio_features,64u5BCxJ7tkiN3Zru9agqt,spotify:track:64u5BCxJ7tkiN3Zru9agqt,https://api.spotify.com/v1/tracks/64u5BCxJ7tkiN3Zru9agqt,https://api.spotify.com/v1/audio-analysis/64u5BCxJ7tkiN3Zru9agqt,165954,4,Louder,Chris Leamy,Unknown
0.422,0.696,2,-5.42,1,0.0482,0.00708,4.5e-06,0.14,0.641,153.369,audio_features,7c0TwwS3FUInC9pqw7RgVo,spotify:track:7c0TwwS3FUInC9pqw7RgVo,https://api.spotify.com/v1/tracks/7c0TwwS3FUInC9pqw7RgVo,https://api.spotify.com/v1/audio-analysis/7c0TwwS3FUInC9pqw7RgVo,276560,4,Freedom,Dorothy,modern alternative rock
0.395,0.589,2,-4.65,1,0.0299,0.00252,0.00261,0.313,0.685,82.009,audio_features,7gLgvdBxycylxnP9iwdvuD,spotify:track:7gLgvdBxycylxnP9iwdvuD,https://api.spotify.com/v1/tracks/7gLgvdBxycylxnP9iwdvuD,https://api.spotify.com/v1/audio-analysis/7gLgvdBxycylxnP9iwdvuD,164645,4,Bomb Through The Breeze,Hannah Wicklund,modern blues rock
0.582,0.469,7,-9.062,1,0.0266,0.386,0.00787,0.0809,0.617,140.193,audio_features,0y4hx5uMm5RYImWtXVl21y,spotify:track:0y4hx5uMm5RYImWtXVl21y,https://api.spotify.com/v1/tracks/0y4hx5uMm5RYImWtXVl21y,https://api.spotify.com/v1/audio-analysis/0y4hx5uMm5RYImWtXVl21y,229720,4,All Alone,John The Conqueror,modern blues
0.322,0.885,7,-2.902,1,0.0554,0.1,0.000313,0.0989,0.435,171.652,audio_features,1HaJ3wcWeA8n7QVdqfagKx,spotify:track:1HaJ3wcWeA8n7QVdqfagKx,https://api.spotify.com/v1/tracks/1HaJ3wcWeA8n7QVdqfagKx,https://api.spotify.com/v1/audio-analysis/1HaJ3wcWeA8n7QVdqfagKx,274627,4,Open Your Eyes,Madison Galloway,Unknown
0.416,0.79,9,-5.345,1,0.0444,0.00714,3.5e-06,0.0682,0.616,154.051,audio_features,7wcqevEd92JZsAb62zJ3uu,spotify:track:7wcqevEd92JZsAb62zJ3uu,https://api.spotify.com/v1/tracks/7wcqevEd92JZsAb62zJ3uu,https://api.spotify.com/v1/audio-analysis/7wcqevEd92JZsAb62zJ3uu,225053,4,Pick Your Poison,Black Pistol Fire,alternative roots rock
0.745,0.303,0,-9.309,1,0.0296,0.288,1.66e-06,0.0921,0.72,76.06,audio_features,65BmUqyPuH4QLfQjcoJPFL,spotify:track:65BmUqyPuH4QLfQjcoJPFL,https://api.spotify.com/v1/tracks/65BmUqyPuH4QLfQjcoJPFL,https://api.spotify.com/v1/audio-analysis/65BmUqyPuH4QLfQjcoJPFL,200787,4,Stone's Throw,The Red Clay Strays,Unknown
0.565,0.756,2,-7.982,1,0.0621,0.0549,2.42e-05,0.334,0.431,142.121,audio_features,6dNvCU9OcpWbDTR47d1ECP,spotify:track:6dNvCU9OcpWbDTR47d1ECP,https://api.spotify.com/v1/tracks/6dNvCU9OcpWbDTR47d1ECP,https://api.spotify.com/v1/audio-analysis/6dNvCU9OcpWbDTR47d1ECP,260631,4,All I See Is You,Wight Lighters,oklahoma country
0.357,0.392,2,-8.535,1,0.0314,0.312,3.84e-06,0.0841,0.254,106.262,audio_features,1ZbVqL2ErCQH26Zj4JkHy0,spotify:track:1ZbVqL2ErCQH26Zj4JkHy0,https://api.spotify.com/v1/tracks/1ZbVqL2ErCQH26Zj4JkHy0,https://api.spotify.com/v1/audio-analysis/1ZbVqL2ErCQH26Zj4JkHy0,282907,4,I'm Gone,Vision Arcade,austin rock
0.404,0.395,0,-8.366,1,0.0255,0.424,0.0136,0.135,0.492,81.655,audio_features,1oADNvkLEOm7hvyxffDRjn,spotify:track:1oADNvkLEOm7hvyxffDRjn,https://api.spotify.com/v1/tracks/1oADNvkLEOm7hvyxffDRjn,https://api.spotify.com/v1/audio-analysis/1oADNvkLEOm7hvyxffDRjn,348707,4,Them Shoes,Patrick Sweany,modern blues rock
0.753,0.76,4,-4.255,1,0.0416,0.0222,0.000422,0.0753,0.887,114.973,audio_features,2dfcd7W3wOh7lCXTLYwF1C,spotify:track:2dfcd7W3wOh7lCXTLYwF1C,https://api.spotify.com/v1/tracks/2dfcd7W3wOh7lCXTLYwF1C,https://api.spotify.com/v1/audio-analysis/2dfcd7W3wOh7lCXTLYwF1C,258881,4,Operator,Cobi,Unknown
0.263,0.818,5,-4.569,0,0.0363,0.000723,0.232,0.0708,0.591,177.135,audio_features,74y2oKuMSBVtoukuUg08rh,spotify:track:74y2oKuMSBVtoukuUg08rh,https://api.spotify.com/v1/tracks/74y2oKuMSBVtoukuUg08rh,https://api.spotify.com/v1/audio-analysis/74y2oKuMSBVtoukuUg08rh,228288,4,Haunted Heart,Ray Beadle,australian blues
0.563,0.549,5,-5.573,1,0.0287,0.463,0.00427,0.317,0.74,152.066,audio_features,42E1wt4PuswhRLnpoGJu7y,spotify:track:42E1wt4PuswhRLnpoGJu7y,https://api.spotify.com/v1/tracks/42E1wt4PuswhRLnpoGJu7y,https://api.spotify.com/v1/audio-analysis/42E1wt4PuswhRLnpoGJu7y,276625,4,Down On The Bottom,Colin James,canadian blues
0.558,0.776,7,-4.853,1,0.0834,0.0239,0.0301,0.0521,0.535,126.156,audio_features,2ChjTl6De9oPARng4KS3F3,spotify:track:2ChjTl6De9oPARng4KS3F3,https://api.spotify.com/v1/tracks/2ChjTl6De9oPARng4KS3F3,https://api.spotify.com/v1/audio-analysis/2ChjTl6De9oPARng4KS3F3,154590,4,Why Would You Say Such a Thing,Dustin Douglas & the Electric Gentlemen,Unknown
0.408,0.906,7,-4.594,1,0.106,0.00367,0.0,0.329,0.454,135.051,audio_features,1l6y7uGONbXJ9Rfr42K01e,spotify:track:1l6y7uGONbXJ9Rfr42K01e,https://api.spotify.com/v1/tracks/1l6y7uGONbXJ9Rfr42K01e,https://api.spotify.com/v1/audio-analysis/1l6y7uGONbXJ9Rfr42K01e,227200,4,In Stride,Myles Kennedy,Unknown
0.266,0.847,6,-4.66,1,0.0387,0.000512,0.433,0.103,0.694,140.207,audio_features,1UakN2FvjlCtktr5C7eKTU,spotify:track:1UakN2FvjlCtktr5C7eKTU,https://api.spotify.com/v1/tracks/1UakN2FvjlCtktr5C7eKTU,https://api.spotify.com/v1/audio-analysis/1UakN2FvjlCtktr5C7eKTU,295065,4,Can't Go Back,Eric Steckel,modern blues
0.632,0.807,2,-6.688,1,0.0365,0.0245,4.98e-05,0.304,0.886,93.989,audio_features,5uXlBb9vZ3ltzVpbVXAH5N,spotify:track:5uXlBb9vZ3ltzVpbVXAH5N,https://api.spotify.com/v1/tracks/5uXlBb9vZ3ltzVpbVXAH5N,https://api.spotify.com/v1/audio-analysis/5uXlBb9vZ3ltzVpbVXAH5N,201587,4,Make Your Move,Beyond the Badlands,Unknown
0.744,0.562,10,-8.883,0,0.0327,0.0836,0.00148,0.149,0.523,104.035,audio_features,4EzxzCXgjuHFgWx1j2xDHc,spotify:track:4EzxzCXgjuHFgWx1j2xDHc,https://api.spotify.com/v1/tracks/4EzxzCXgjuHFgWx1j2xDHc,https://api.spotify.com/v1/audio-analysis/4EzxzCXgjuHFgWx1j2xDHc,173253,4,Suit in the Back,Quaker City Night Hawks,alternative roots rock
