danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,audio_features,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,228760,4
0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,audio_features,7qLr3HMApUbyDkUvgIvHnB,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333,4
0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,audio_features,5ujh1I7NZH5agbwf7Hp8Hc,spotify:track:5ujh1I7NZH5agbwf7Hp8Hc,https://api.spotify.com/v1/tracks/5ujh1I7NZH5agbwf7Hp8Hc,https://api.spotify.com/v1/audio-analysis/5ujh1I7NZH5agbwf7Hp8Hc,313787,4
0.78,0.41,5,-8.164,1,0.0451,0.0185,0.0,0.153,0.0585,121.919,audio_features,2Adxpr1j5lSihOCsmIfflJ,spotify:track:2Adxpr1j5lSihOCsmIfflJ,https://api.spotify.com/v1/tracks/2Adxpr1j5lSihOCsmIfflJ,https://api.spotify.com/v1/audio-analysis/2Adxpr1j5lSihOCsmIfflJ,215240,4
0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,audio_features,2WxUIiq06XXPYWl9YcRJnD,spotify:track:2WxUIiq06XXPYWl9YcRJnD,https://api.spotify.com/v1/tracks/2WxUIiq06XXPYWl9YcRJnD,https://api.spotify.com/v1/audio-analysis/2WxUIiq06XXPYWl9YcRJnD,98413,4
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4
0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,audio_features,65OVbaJR5O1RmwOQx0875b,spotify:track:65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/tracks/65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/audio-analysis/65OVbaJR5O1RmwOQx0875b,192956,4
0.818,0.512,5,-9.056,0,0.0926,0.093,0.0441,0.11,0.155,131.967,audio_features,6x9pCndnXEoea0CMcfjs9W,spotify:track:6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/tracks/6x9pCndnXEoea0CMcfjs9W,https://api.spotify.com/v1/audio-analysis/6x9pCndnXEoea0CMcfjs9W,143719,4
0.889,0.4,4,-10.586,0,0.26,0.322,1.32e-05,0.331,0.336,128.073,audio_features,0Thqjtu54vKMP06pwZkAWp,spotify:track:0Thqjtu54vKMP06pwZkAWp,https://api.spotify.com/v1/tracks/0Thqjtu54vKMP06pwZkAWp,https://api.spotify.com/v1/audio-analysis/0Thqjtu54vKMP06pwZkAWp,301064,4
0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,audio_features,2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,267707,4
0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,audio_features,293mQGfVwgXIOdA1GpiwAt,spotify:track:293mQGfVwgXIOdA1GpiwAt,https://api.spotify.com/v1/tracks/293mQGfVwgXIOdA1GpiwAt,https://api.spotify.com/v1/audio-analysis/293mQGfVwgXIOdA1GpiwAt,239146,4
0.746,0.549,9,-7.459,1,0.348,0.00412,1.02e-06,0.331,0.491,164.928,audio_features,5gzEL5O1ubbtIHUhLkSMTz,spotify:track:5gzEL5O1ubbtIHUhLkSMTz,https://api.spotify.com/v1/tracks/5gzEL5O1ubbtIHUhLkSMTz,https://api.spotify.com/v1/audio-analysis/5gzEL5O1ubbtIHUhLkSMTz,151182,4
0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,audio_features,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4
0.761,0.571,6,-10.133,0,0.0349,0.0592,0.0,0.175,0.628,113.985,audio_features,2ABBlgwXo68orcunvBYYiY,spotify:track:2ABBlgwXo68orcunvBYYiY,https://api.spotify.com/v1/tracks/2ABBlgwXo68orcunvBYYiY,https://api.spotify.com/v1/audio-analysis/2ABBlgwXo68orcunvBYYiY,213635,4
0.761,0.786,6,-7.687,1,0.142,0.72,0.000944,0.122,0.502,99.993,audio_features,3dbWR5RYjRmbtY6QIGNUs4,spotify:track:3dbWR5RYjRmbtY6QIGNUs4,https://api.spotify.com/v1/tracks/3dbWR5RYjRmbtY6QIGNUs4,https://api.spotify.com/v1/audio-analysis/3dbWR5RYjRmbtY6QIGNUs4,196385,4
0.695,0.513,0,-8.014,0,0.404,0.645,0.0,0.23,0.445,94.116,audio_features,5KZJORKMEkrsNRD4dfBw1X,spotify:track:5KZJORKMEkrsNRD4dfBw1X,https://api.spotify.com/v1/tracks/5KZJORKMEkrsNRD4dfBw1X,https://api.spotify.com/v1/audio-analysis/5KZJORKMEkrsNRD4dfBw1X,293748,4
0.88,0.467,9,-8.369,0,0.0637,0.487,2.72e-05,0.0797,0.727,137.007,audio_features,6mHEUDWaySfb6YvLC7JgPN,spotify:track:6mHEUDWaySfb6YvLC7JgPN,https://api.spotify.com/v1/tracks/6mHEUDWaySfb6YvLC7JgPN,https://api.spotify.com/v1/audio-analysis/6mHEUDWaySfb6YvLC7JgPN,211461,4
0.767,0.466,6,-12.421,0,0.164,0.183,1.46e-05,0.0872,0.219,115.134,audio_features,275Brpw83x3q0mBa9MpCx3,spotify:track:275Brpw83x3q0mBa9MpCx3,https://api.spotify.com/v1/tracks/275Brpw83x3q0mBa9MpCx3,https://api.spotify.com/v1/audio-analysis/275Brpw83x3q0mBa9MpCx3,241565,4
0.72,0.494,3,-10.927,0,0.131,0.308,0.00256,0.11,0.255,137.206,audio_features,17MPtgaJHgr2WlJVyhA6kw,spotify:track:17MPtgaJHgr2WlJVyhA6kw,https://api.spotify.com/v1/tracks/17MPtgaJHgr2WlJVyhA6kw,https://api.spotify.com/v1/audio-analysis/17MPtgaJHgr2WlJVyhA6kw,182190,4
0.548,0.422,7,-9.563,0,0.174,0.395,0.0,0.107,0.254,100.003,audio_features,4QvTKF2UL2L8EAyDkzXlKK,spotify:track:4QvTKF2UL2L8EAyDkzXlKK,https://api.spotify.com/v1/tracks/4QvTKF2UL2L8EAyDkzXlKK,https://api.spotify.com/v1/audio-analysis/4QvTKF2UL2L8EAyDkzXlKK,175205,4
0.8,0.341,5,-9.329,0,0.0923,0.859,0.0,0.144,0.751,87.915,audio_features,0elz4WC9ZtAOzqP4fgt8T5,spotify:track:0elz4WC9ZtAOzqP4fgt8T5,https://api.spotify.com/v1/tracks/0elz4WC9ZtAOzqP4fgt8T5,https://api.spotify.com/v1/audio-analysis/0elz4WC9ZtAOzqP4fgt8T5,177273,4
0.479,0.391,3,-7.607,0,0.0707,0.827,3.9e-05,0.131,0.359,151.953,audio_features,5KYxsXz9RnMHED7ggDLfbv,spotify:track:5KYxsXz9RnMHED7ggDLfbv,https://api.spotify.com/v1/tracks/5KYxsXz9RnMHED7ggDLfbv,https://api.spotify.com/v1/audio-analysis/5KYxsXz9RnMHED7ggDLfbv,192417,4
0.794,0.619,2,-5.636,1,0.0991,0.0701,0.0,0.164,0.183,98.05,audio_features,5bBQI31u2eqXJE5OyP4hxq,spotify:track:5bBQI31u2eqXJE5OyP4hxq,https://api.spotify.com/v1/tracks/5bBQI31u2eqXJE5OyP4hxq,https://api.spotify.com/v1/audio-analysis/5bBQI31u2eqXJE5OyP4hxq,216800,4
0.645,0.699,6,-7.634,1,0.174,0.306,0.000291,0.118,0.574,91.704,audio_features,1X3ltingEVNGRoJf1dvZfQ,spotify:track:1X3ltingEVNGRoJf1dvZfQ,https://api.spotify.com/v1/tracks/1X3ltingEVNGRoJf1dvZfQ,https://api.spotify.com/v1/audio-analysis/1X3ltingEVNGRoJf1dvZfQ,237680,4
0.799,0.232,4,-15.807,1,0.0486,0.436,0.0,0.105,0.692,105.099,audio_features,37M00uZSz6smSxZ7pHchuh,spotify:track:37M00uZSz6smSxZ7pHchuh,https://api.spotify.com/v1/tracks/37M00uZSz6smSxZ7pHchuh,https://api.spotify.com/v1/audio-analysis/37M00uZSz6smSxZ7pHchuh,193492,4
0.748,0.375,4,-9.555,0,0.527,0.703,0.0,0.147,0.497,88.176,audio_features,3ARuPTEPMpbr7mz1aHa0a6,spotify:track:3ARuPTEPMpbr7mz1aHa0a6,https://api.spotify.com/v1/tracks/3ARuPTEPMpbr7mz1aHa0a6,https://api.spotify.com/v1/audio-analysis/3ARuPTEPMpbr7mz1aHa0a6,266280,4
0.756,0.655,7,-7.034,1,0.397,0.555,3.54e-06,0.102,0.389,180.165,audio_features,4zww0H1u0yYvyBGixrRCb9,spotify:track:4zww0H1u0yYvyBGixrRCb9,https://api.spotify.com/v1/tracks/4zww0H1u0yYvyBGixrRCb9,https://api.spotify.com/v1/audio-analysis/4zww0H1u0yYvyBGixrRCb9,232000,4
0.723,0.578,11,-7.284,0,0.153,0.175,0.0,0.257,0.37,101.091,audio_features,79jG5WlRWMQbp0JeQO9r6K,spotify:track:79jG5WlRWMQbp0JeQO9r6K,https://api.spotify.com/v1/tracks/79jG5WlRWMQbp0JeQO9r6K,https://api.spotify.com/v1/audio-analysis/79jG5WlRWMQbp0JeQO9r6K,212094,4
0.799,0.538,0,-7.452,0,0.206,0.439,0.0,0.104,0.503,94.041,audio_features,0eluGNN9BHwRew83LH8lUt,spotify:track:0eluGNN9BHwRew83LH8lUt,https://api.spotify.com/v1/tracks/0eluGNN9BHwRew83LH8lUt,https://api.spotify.com/v1/audio-analysis/0eluGNN9BHwRew83LH8lUt,258590,4
0.696,0.708,1,-6.815,1,0.0666,0.492,0.000726,0.101,0.699,97.907,audio_features,5fjD0vHh9XRL6b657FWe9C,spotify:track:5fjD0vHh9XRL6b657FWe9C,https://api.spotify.com/v1/tracks/5fjD0vHh9XRL6b657FWe9C,https://api.spotify.com/v1/audio-analysis/5fjD0vHh9XRL6b657FWe9C,142342,4
0.793,0.44,6,-9.637,1,0.0668,0.755,2.07e-05,0.182,0.75,94.98,audio_features,1h1JMmAzXR6lWJ7KnJQkU7,spotify:track:1h1JMmAzXR6lWJ7KnJQkU7,https://api.spotify.com/v1/tracks/1h1JMmAzXR6lWJ7KnJQkU7,https://api.spotify.com/v1/audio-analysis/1h1JMmAzXR6lWJ7KnJQkU7,204281,4
0.636,0.449,0,-9.207,1,0.261,0.654,0.000329,0.109,0.287,87.856,audio_features,5ADtkD7oOzAQFWcfYQvQsl,spotify:track:5ADtkD7oOzAQFWcfYQvQsl,https://api.spotify.com/v1/tracks/5ADtkD7oOzAQFWcfYQvQsl,https://api.spotify.com/v1/audio-analysis/5ADtkD7oOzAQFWcfYQvQsl,180491,4
0.754,0.606,7,-5.719,0,0.205,0.239,0.00768,0.131,0.467,104.06,audio_features,63q6I2XT4bhSaauCQWOYM1,spotify:track:63q6I2XT4bhSaauCQWOYM1,https://api.spotify.com/v1/tracks/63q6I2XT4bhSaauCQWOYM1,https://api.spotify.com/v1/audio-analysis/63q6I2XT4bhSaauCQWOYM1,224653,4
0.709,0.505,8,-9.382,1,0.387,0.601,0.0,0.13,0.395,86.557,audio_features,1OjAoIz5Gl36rzm9RKEQeG,spotify:track:1OjAoIz5Gl36rzm9RKEQeG,https://api.spotify.com/v1/tracks/1OjAoIz5Gl36rzm9RKEQeG,https://api.spotify.com/v1/audio-analysis/1OjAoIz5Gl36rzm9RKEQeG,324763,4
0.846,0.722,2,-3.847,1,0.301,0.32,2.14e-05,0.124,0.391,124.967,audio_features,7s0bCwjqJRMjH7yNf6Gyf7,spotify:track:7s0bCwjqJRMjH7yNf6Gyf7,https://api.spotify.com/v1/tracks/7s0bCwjqJRMjH7yNf6Gyf7,https://api.spotify.com/v1/audio-analysis/7s0bCwjqJRMjH7yNf6Gyf7,257147,4
0.496,0.681,0,-5.829,0,0.375,0.85,0.0,0.206,0.491,87.275,audio_features,7h3rSYFzLQbQy241BVaiTX,spotify:track:7h3rSYFzLQbQy241BVaiTX,https://api.spotify.com/v1/tracks/7h3rSYFzLQbQy241BVaiTX,https://api.spotify.com/v1/audio-analysis/7h3rSYFzLQbQy241BVaiTX,260800,5
0.774,0.648,1,-8.196,1,0.209,0.193,0.0,0.0707,0.3,146.043,audio_features,5ZxHzpxIEr0rxGJN8Jsdjy,spotify:track:5ZxHzpxIEr0rxGJN8Jsdjy,https://api.spotify.com/v1/tracks/5ZxHzpxIEr0rxGJN8Jsdjy,https://api.spotify.com/v1/audio-analysis/5ZxHzpxIEr0rxGJN8Jsdjy,158115,4
0.7,0.739,5,-6.595,0,0.27,0.4,0.00317,0.119,0.555,95.002,audio_features,6lPmN0eGKHfOBWtg1j3POy,spotify:track:6lPmN0eGKHfOBWtg1j3POy,https://api.spotify.com/v1/tracks/6lPmN0eGKHfOBWtg1j3POy,https://api.spotify.com/v1/audio-analysis/6lPmN0eGKHfOBWtg1j3POy,205895,4
0.48,0.545,4,-9.12,0,0.592,0.339,0.0,0.0958,0.54,175.586,audio_features,56hVdyqQWCMYfKopnVRCwQ,spotify:track:56hVdyqQWCMYfKopnVRCwQ,https://api.spotify.com/v1/tracks/56hVdyqQWCMYfKopnVRCwQ,https://api.spotify.com/v1/audio-analysis/56hVdyqQWCMYfKopnVRCwQ,229867,3
0.592,0.416,6,-7.881,0,0.0754,0.604,0.0,0.095,0.357,139.315,audio_features,7ngJWF9fTaOG3vmEhSvK6g,spotify:track:7ngJWF9fTaOG3vmEhSvK6g,https://api.spotify.com/v1/tracks/7ngJWF9fTaOG3vmEhSvK6g,https://api.spotify.com/v1/audio-analysis/7ngJWF9fTaOG3vmEhSvK6g,223100,4
0.67,0.429,7,-10.084,1,0.308,0.673,2.72e-05,0.12,0.453,76.949,audio_features,5hF6VYE61LV6Jr6dy86CvI,spotify:track:5hF6VYE61LV6Jr6dy86CvI,https://api.spotify.com/v1/tracks/5hF6VYE61LV6Jr6dy86CvI,https://api.spotify.com/v1/audio-analysis/5hF6VYE61LV6Jr6dy86CvI,206467,4
0.716,0.567,6,-7.537,0,0.0611,0.388,0.00121,0.111,0.399,82.993,audio_features,0BeKKheFsOOPXBzo2bM8Ds,spotify:track:0BeKKheFsOOPXBzo2bM8Ds,https://api.spotify.com/v1/tracks/0BeKKheFsOOPXBzo2bM8Ds,https://api.spotify.com/v1/audio-analysis/0BeKKheFsOOPXBzo2bM8Ds,222642,4
0.891,0.376,7,-11.257,0,0.492,0.577,4.77e-05,0.0994,0.627,127.143,audio_features,3i7DYnwcLwCUHyaJlEh3od,spotify:track:3i7DYnwcLwCUHyaJlEh3od,https://api.spotify.com/v1/tracks/3i7DYnwcLwCUHyaJlEh3od,https://api.spotify.com/v1/audio-analysis/3i7DYnwcLwCUHyaJlEh3od,182362,4
0.568,0.328,8,-10.732,0,0.191,0.902,0.0,0.118,0.14,86.098,audio_features,4siqPZx55JCfT7yhK19y9w,spotify:track:4siqPZx55JCfT7yhK19y9w,https://api.spotify.com/v1/tracks/4siqPZx55JCfT7yhK19y9w,https://api.spotify.com/v1/audio-analysis/4siqPZx55JCfT7yhK19y9w,290736,4
0.757,0.607,7,-6.006,0,0.0438,0.562,6.47e-06,0.143,0.4,123.986,audio_features,4nLqe3vWwbC4oGX2SphgXL,spotify:track:4nLqe3vWwbC4oGX2SphgXL,https://api.spotify.com/v1/tracks/4nLqe3vWwbC4oGX2SphgXL,https://api.spotify.com/v1/audio-analysis/4nLqe3vWwbC4oGX2SphgXL,250169,4
0.593,0.755,1,-4.835,1,0.412,0.547,0.0,0.128,0.723,104.261,audio_features,2QXQFSyhpnisPQnNd76Fh7,spotify:track:2QXQFSyhpnisPQnNd76Fh7,https://api.spotify.com/v1/tracks/2QXQFSyhpnisPQnNd76Fh7,https://api.spotify.com/v1/audio-analysis/2QXQFSyhpnisPQnNd76Fh7,214655,3
0.637,0.366,4,-12.863,0,0.425,0.411,0.0,0.0991,0.332,131.138,audio_features,0gzwa0yJncSs29DjXajA5i,spotify:track:0gzwa0yJncSs29DjXajA5i,https://api.spotify.com/v1/tracks/0gzwa0yJncSs29DjXajA5i,https://api.spotify.com/v1/audio-analysis/0gzwa0yJncSs29DjXajA5i,191679,4
0.802,0.492,1,-11.427,1,0.269,0.121,0.000141,0.171,0.629,146.001,audio_features,6vbFZuziJPaFPRCWyQxOxP,spotify:track:6vbFZuziJPaFPRCWyQxOxP,https://api.spotify.com/v1/tracks/6vbFZuziJPaFPRCWyQxOxP,https://api.spotify.com/v1/audio-analysis/6vbFZuziJPaFPRCWyQxOxP,159452,4
0.475,0.723,11,-7.855,0,0.23,0.0512,0.0,0.48,0.321,142.028,audio_features,20BVQh0gMBhzcBpeCRi97F,spotify:track:20BVQh0gMBhzcBpeCRi97F,https://api.spotify.com/v1/tracks/20BVQh0gMBhzcBpeCRi97F,https://api.spotify.com/v1/audio-analysis/20BVQh0gMBhzcBpeCRi97F,192976,4
0.583,0.748,6,-9.601,0,0.29,0.0571,0.0,0.192,0.0383,95.764,audio_features,1PioBX3KlN13IXB014CFF6,spotify:track:1PioBX3KlN13IXB014CFF6,https://api.spotify.com/v1/tracks/1PioBX3KlN13IXB014CFF6,https://api.spotify.com/v1/audio-analysis/1PioBX3KlN13IXB014CFF6,314133,4
0.836,0.475,1,-10.938,1,0.521,0.216,0.0,0.119,0.665,139.938,audio_features,2vGtivisPxm14aTTgie6xB,spotify:track:2vGtivisPxm14aTTgie6xB,https://api.spotify.com/v1/tracks/2vGtivisPxm14aTTgie6xB,https://api.spotify.com/v1/audio-analysis/2vGtivisPxm14aTTgie6xB,228000,4
0.684,0.528,0,-6.388,1,0.0638,0.65,0.0034,0.139,0.145,116.726,audio_features,0JrBOhbstid47iGfPIdwwi,spotify:track:0JrBOhbstid47iGfPIdwwi,https://api.spotify.com/v1/tracks/0JrBOhbstid47iGfPIdwwi,https://api.spotify.com/v1/audio-analysis/0JrBOhbstid47iGfPIdwwi,218259,4
0.779,0.632,2,-9.901,1,0.177,0.294,0.000433,0.139,0.585,142.0,audio_features,6CQei9foPt8tr65hP8ESdQ,spotify:track:6CQei9foPt8tr65hP8ESdQ,https://api.spotify.com/v1/tracks/6CQei9foPt8tr65hP8ESdQ,https://api.spotify.com/v1/audio-analysis/6CQei9foPt8tr65hP8ESdQ,177465,4
0.544,0.654,9,-10.054,0,0.37,0.185,1.42e-05,0.111,0.67,86.645,audio_features,1dmgHNSeYDyqb6TwLatTfc,spotify:track:1dmgHNSeYDyqb6TwLatTfc,https://api.spotify.com/v1/tracks/1dmgHNSeYDyqb6TwLatTfc,https://api.spotify.com/v1/audio-analysis/1dmgHNSeYDyqb6TwLatTfc,282960,4
0.689,0.615,4,-6.899,0,0.427,0.141,0.0,0.104,0.447,100.113,audio_features,3dJgseQq10k108mfw6m7k9,spotify:track:3dJgseQq10k108mfw6m7k9,https://api.spotify.com/v1/tracks/3dJgseQq10k108mfw6m7k9,https://api.spotify.com/v1/audio-analysis/3dJgseQq10k108mfw6m7k9,240594,4
0.771,0.515,10,-9.342,0,0.0543,0.416,2.24e-05,0.0467,0.314,124.002,audio_features,20cn2KYYgyuxXRC3WynYZn,spotify:track:20cn2KYYgyuxXRC3WynYZn,https://api.spotify.com/v1/tracks/20cn2KYYgyuxXRC3WynYZn,https://api.spotify.com/v1/audio-analysis/20cn2KYYgyuxXRC3WynYZn,233247,4
0.708,0.576,8,-8.74,1,0.053,0.521,0.503,0.1,0.646,147.075,audio_features,2uaceelHxzFYnhLec89RpE,spotify:track:2uaceelHxzFYnhLec89RpE,https://api.spotify.com/v1/tracks/2uaceelHxzFYnhLec89RpE,https://api.spotify.com/v1/audio-analysis/2uaceelHxzFYnhLec89RpE,186139,4
0.886,0.61,6,-8.214,0,0.181,0.344,8.4e-05,0.0977,0.271,119.982,audio_features,7yrH4ghvW4hivGBpLU7dDb,spotify:track:7yrH4ghvW4hivGBpLU7dDb,https://api.spotify.com/v1/tracks/7yrH4ghvW4hivGBpLU7dDb,https://api.spotify.com/v1/audio-analysis/7yrH4ghvW4hivGBpLU7dDb,288000,4
0.724,0.666,1,-7.968,0,0.0438,0.234,0.267,0.121,0.734,140.05,audio_features,1DHQcaZMENKPt8KBQgIr25,spotify:track:1DHQcaZMENKPt8KBQgIr25,https://api.spotify.com/v1/tracks/1DHQcaZMENKPt8KBQgIr25,https://api.spotify.com/v1/audio-analysis/1DHQcaZMENKPt8KBQgIr25,168133,4
0.827,0.717,1,-6.063,0,0.114,0.674,0.054,0.217,0.752,98.526,audio_features,0zjmhKBOuslq0d26IEbVKD,spotify:track:0zjmhKBOuslq0d26IEbVKD,https://api.spotify.com/v1/tracks/0zjmhKBOuslq0d26IEbVKD,https://api.spotify.com/v1/audio-analysis/0zjmhKBOuslq0d26IEbVKD,237722,4
0.584,0.528,7,-8.056,0,0.364,0.687,0.0002,0.106,0.289,138.671,audio_features,6iP058p5l6mKsWqSEgGPhD,spotify:track:6iP058p5l6mKsWqSEgGPhD,https://api.spotify.com/v1/tracks/6iP058p5l6mKsWqSEgGPhD,https://api.spotify.com/v1/audio-analysis/6iP058p5l6mKsWqSEgGPhD,312507,4
0.774,0.64,7,-7.922,0,0.0826,0.0746,0.132,0.114,0.521,145.045,audio_features,0O3Tiq9SgdndTbIzYs6UYc,spotify:track:0O3Tiq9SgdndTbIzYs6UYc,https://api.spotify.com/v1/tracks/0O3Tiq9SgdndTbIzYs6UYc,https://api.spotify.com/v1/audio-analysis/0O3Tiq9SgdndTbIzYs6UYc,188690,4
0.742,0.496,1,-11.426,0,0.149,0.63,0.0,0.129,0.659,148.171,audio_features,7KccImY9LfyZgU8xnUqnRu,spotify:track:7KccImY9LfyZgU8xnUqnRu,https://api.spotify.com/v1/tracks/7KccImY9LfyZgU8xnUqnRu,https://api.spotify.com/v1/audio-analysis/7KccImY9LfyZgU8xnUqnRu,220080,4
0.791,0.649,2,-8.794,1,0.12,0.364,1.98e-05,0.107,0.391,96.958,audio_features,677ebW5G4BLaqX5Ue3itGv,spotify:track:677ebW5G4BLaqX5Ue3itGv,https://api.spotify.com/v1/tracks/677ebW5G4BLaqX5Ue3itGv,https://api.spotify.com/v1/audio-analysis/677ebW5G4BLaqX5Ue3itGv,208068,4
0.853,0.661,2,-5.827,1,0.0856,0.252,0.0,0.262,0.857,108.009,audio_features,2Cq6yIgdyyaDmY7pvnADVP,spotify:track:2Cq6yIgdyyaDmY7pvnADVP,https://api.spotify.com/v1/tracks/2Cq6yIgdyyaDmY7pvnADVP,https://api.spotify.com/v1/audio-analysis/2Cq6yIgdyyaDmY7pvnADVP,214530,4
0.721,0.621,4,-7.359,0,0.203,0.502,0.0,0.101,0.404,88.473,audio_features,2OI0z4fQD8NQPfYf5v6a2E,spotify:track:2OI0z4fQD8NQPfYf5v6a2E,https://api.spotify.com/v1/tracks/2OI0z4fQD8NQPfYf5v6a2E,https://api.spotify.com/v1/audio-analysis/2OI0z4fQD8NQPfYf5v6a2E,209070,4
0.796,0.472,8,-6.875,0,0.094,0.759,0.000283,0.119,0.472,113.938,audio_features,2wAFMaA47CNXOTSsVJA52j,spotify:track:2wAFMaA47CNXOTSsVJA52j,https://api.spotify.com/v1/tracks/2wAFMaA47CNXOTSsVJA52j,https://api.spotify.com/v1/audio-analysis/2wAFMaA47CNXOTSsVJA52j,226005,4
0.499,0.695,5,-6.507,1,0.348,0.584,0.0,0.0723,0.416,171.931,audio_features,3ZJC7xO1GdWF5rj8VqXU2C,spotify:track:3ZJC7xO1GdWF5rj8VqXU2C,https://api.spotify.com/v1/tracks/3ZJC7xO1GdWF5rj8VqXU2C,https://api.spotify.com/v1/audio-analysis/3ZJC7xO1GdWF5rj8VqXU2C,212093,4
0.636,0.666,8,-7.619,0,0.322,0.635,0.0,0.258,0.4,188.359,audio_features,31sUabnuTnFAM7rjMzKtfN,spotify:track:31sUabnuTnFAM7rjMzKtfN,https://api.spotify.com/v1/tracks/31sUabnuTnFAM7rjMzKtfN,https://api.spotify.com/v1/audio-analysis/31sUabnuTnFAM7rjMzKtfN,246369,4
0.741,0.533,0,-8.347,0,0.368,0.689,0.0,0.139,0.794,149.364,audio_features,7mdE30Ov4in9UOCUcQiIK0,spotify:track:7mdE30Ov4in9UOCUcQiIK0,https://api.spotify.com/v1/tracks/7mdE30Ov4in9UOCUcQiIK0,https://api.spotify.com/v1/audio-analysis/7mdE30Ov4in9UOCUcQiIK0,260301,4
0.727,0.51,8,-6.706,1,0.145,0.492,0.0,0.146,0.586,78.016,audio_features,5RPewmKIUL2vWtQLI0Qp1F,spotify:track:5RPewmKIUL2vWtQLI0Qp1F,https://api.spotify.com/v1/tracks/5RPewmKIUL2vWtQLI0Qp1F,https://api.spotify.com/v1/audio-analysis/5RPewmKIUL2vWtQLI0Qp1F,244000,4
0.722,0.728,5,-7.905,0,0.075,0.168,0.173,0.277,0.66,139.965,audio_features,6GetYj6tnZOw6HgoEhb4du,spotify:track:6GetYj6tnZOw6HgoEhb4du,https://api.spotify.com/v1/tracks/6GetYj6tnZOw6HgoEhb4du,https://api.spotify.com/v1/audio-analysis/6GetYj6tnZOw6HgoEhb4du,188571,4
0.753,0.806,9,-6.368,0,0.289,0.434,1.58e-06,0.12,0.189,137.228,audio_features,3H2mIbO0hTjEwZsTbeUj4G,spotify:track:3H2mIbO0hTjEwZsTbeUj4G,https://api.spotify.com/v1/tracks/3H2mIbO0hTjEwZsTbeUj4G,https://api.spotify.com/v1/audio-analysis/3H2mIbO0hTjEwZsTbeUj4G,157664,4
0.77,0.546,10,-8.113,0,0.308,0.629,0.0061,0.0938,0.382,98.032,audio_features,1fobXPCu47gikLMIoyQBLy,spotify:track:1fobXPCu47gikLMIoyQBLy,https://api.spotify.com/v1/tracks/1fobXPCu47gikLMIoyQBLy,https://api.spotify.com/v1/audio-analysis/1fobXPCu47gikLMIoyQBLy,263131,4
0.477,0.578,0,-8.957,0,0.356,0.807,0.0,0.103,0.298,87.907,audio_features,2Z8pPatBfVlRqNlsnmMdhV,spotify:track:2Z8pPatBfVlRqNlsnmMdhV,https://api.spotify.com/v1/tracks/2Z8pPatBfVlRqNlsnmMdhV,https://api.spotify.com/v1/audio-analysis/2Z8pPatBfVlRqNlsnmMdhV,204321,4
